"Id","HomeTeam","HomeScore","AwayTeam","AwayScore","LineProvider","OverUnder","Spread","FormattedSpread","OpeningSpread","OpeningOverUnder","HomeMoneyline","AwayMoneyline"
"401520341","Missouri","34","South Carolina","12","Bovada","57.5","-7.0","Missouri -7.0","-7.5","59.5","-300","250"
"401520341","Missouri","34","South Carolina","12","William Hill (New Jersey)","57.5","-7.5","Missouri -7.5","","","",""
"401531372","Tulane","35","North Texas","28","DraftKings","63.5","-20","Tulane -20","-19","62","-1350","800"
"401531372","Tulane","35","North Texas","28","Bovada","64.5","-20.5","Tulane -20.5","-20.0","63.5","-1400","750"
"401531372","Tulane","35","North Texas","28","William Hill (New Jersey)","63.5","-20","Tulane -20","","","",""
"401525868","Cincinnati","29","Baylor","32","Bovada","50.5","-2.5","Cincinnati -2.5","-3.0","50.0","-145","125"
"401525868","Cincinnati","29","Baylor","32","DraftKings","50.5","-3","Cincinnati -3","-1","52","-135","114"
"401525868","Cincinnati","29","Baylor","32","William Hill (New Jersey)","51.5","-2.5","Cincinnati -2.5","","","",""
"401531382","UAB","21","Memphis","45","Bovada","62.0","7.5","Memphis -7.5","6.5","62.0","250","-300"
"401531382","UAB","21","Memphis","45","DraftKings","62","7","Memphis -7","4.5","63","270","-340"
"401531382","UAB","21","Memphis","45","William Hill (New Jersey)","61.5","7.5","Memphis -7.5","","","",""
"401520342","Nebraska","17","Northwestern","9","DraftKings","40","-10.5","Nebraska -10.5","-12","44","-425","330"
"401520342","Nebraska","17","Northwestern","9","Bovada","40.0","-10.5","Nebraska -10.5","-12.0","41.0","-460","340"
"401520342","Nebraska","17","Northwestern","9","William Hill (New Jersey)","40","-10.5","Nebraska -10.5","","","",""
"401525532","Wake Forest","21","Pittsburgh","17","DraftKings","45.5","-1","Wake Forest -1","-1.5","48","120","-142"
"401525532","Wake Forest","21","Pittsburgh","17","Bovada","45.0","3.0","Pittsburgh -3.0","-1.0","47.0","-105","-115"
"401525532","Wake Forest","21","Pittsburgh","17","William Hill (New Jersey)","45","3","Pittsburgh -3","","","",""
"401525872","West Virginia","34","Oklahoma State","48","DraftKings","48.5","-3","West Virginia -3","-2.5","50.5","-148","124"
"401525872","West Virginia","34","Oklahoma State","48","Bovada","48.5","-3.0","West Virginia -3.0","-3.0","50.0","-150","130"
"401525872","West Virginia","34","Oklahoma State","48","William Hill (New Jersey)","48","-3","West Virginia -3","","","",""
"401532430","Kent State","6","Buffalo","24","Bovada","44.0","6.5","Buffalo -6.5","","44.5","210","-250"
"401532430","Kent State","6","Buffalo","24","DraftKings","43","7","Buffalo -7","8.5","47","200","-245"
"401532430","Kent State","6","Buffalo","24","William Hill (New Jersey)","44","6.5","Buffalo -6.5","","","",""
"401531397","Florida Atlantic","10","UT San Antonio","36","Bovada","59.0","2.5","UT San Antonio -2.5","3.0","59.5","120","-140"
"401531397","Florida Atlantic","10","UT San Antonio","36","DraftKings","58","2.5","UT San Antonio -2.5","2.5","58.5","120","-142"
"401531397","Florida Atlantic","10","UT San Antonio","36","William Hill (New Jersey)","58.5","2.5","UT San Antonio -2.5","","","",""
"401532600","New Mexico","42","Hawai'i","21","Bovada","59.5","1.5","Hawai'i -1.5","2.0","60.0","115","-135"
"401532600","New Mexico","42","Hawai'i","21","DraftKings","60","2.5","Hawai'i -2.5","-2","59","110","-130"
"401532600","New Mexico","42","Hawai'i","21","William Hill (New Jersey)","60","1.5","Hawai'i -1.5","","","",""
"401525867","BYU","27","Texas Tech","14","Bovada","50.0","3.0","Texas Tech -3.0","4.0","51.5","130","-150"
"401525867","BYU","27","Texas Tech","14","DraftKings","51","3","Texas Tech -3","3.5","51","120","-142"
"401525867","BYU","27","Texas Tech","14","William Hill (New Jersey)","49","3","Texas Tech -3","","","",""
"401525870","Kansas State","41","TCU","3","Bovada","60.0","-5.5","Kansas State -5.5","-5.0","58.5","-230","190"
"401525870","Kansas State","41","TCU","3","DraftKings","60.5","-6","Kansas State -6","-4.5","","-230","190"
"401525870","Kansas State","41","TCU","3","William Hill (New Jersey)","60","-5.5","Kansas State -5.5","","","",""
"401532599","UNLV","25","Colorado State","23","Bovada","60.0","-6.5","UNLV -6.5","-8.0","63.0","-275","225"
"401532599","UNLV","25","Colorado State","23","DraftKings","61.5","-7","UNLV -7","-7","62","-290","235"
"401532599","UNLV","25","Colorado State","23","William Hill (New Jersey)","60","-6.5","UNLV -6.5","","","",""
"401532602","San José State","42","Utah State","21","Bovada","64.5","-4.0","San José State -4.0","-3.5","65.5","-185","160"
"401532602","San José State","42","Utah State","21","DraftKings","65.5","-4","San José State -4","-4.5","66","-185","154"
"401532602","San José State","42","Utah State","21","William Hill (New Jersey)","65","-4","San José State -4","","","",""
"401532601","San Diego State","0","Nevada","6","DraftKings","48","-11.5","San Diego State -11.5","-13","49.5","-410","320"
"401532601","San Diego State","0","Nevada","6","Bovada","48.5","-11.0","San Diego State -11.0","-12.5","47.5","-480","350"
"401532601","San Diego State","0","Nevada","6","William Hill (New Jersey)","48.5","-11","San Diego State -11","","","",""
"401520345","Louisiana Tech","24","New Mexico State","27","DraftKings","52","-3","Louisiana Tech -3","-4","","-155","130"
"401520345","Louisiana Tech","24","New Mexico State","27","Bovada","55.0","-3.0","Louisiana Tech -3.0","-2.0","51.5","-130","110"
"401520345","Louisiana Tech","24","New Mexico State","27","William Hill (New Jersey)","55","-3","Louisiana Tech -3","","","",""
"401520346","Western Kentucky","29","Liberty","42","DraftKings","60","4","Liberty -4","1.5","","164","-198"
"401520346","Western Kentucky","29","Liberty","42","Bovada","61.5","4.0","Liberty -4.0","3.0","60.5","185","-225"
"401520346","Western Kentucky","29","Liberty","42","William Hill (New Jersey)","61.5","4","Liberty -4","","","",""
"401520347","Florida International","16","Jacksonville State","41","Bovada","48.0","9.5","Jacksonville State -9.5","7.5","44.0","260","-320"
"401520347","Florida International","16","Jacksonville State","41","DraftKings","44","8","Jacksonville State -8","8","44","270","-340"
"401520347","Florida International","16","Jacksonville State","41","William Hill (New Jersey)","48","9","Jacksonville State -9","","","",""
"401520348","Sam Houston State","34","UTEP","37","DraftKings","36","-3","Sam Houston State -3","-3","36","-185","154"
"401520348","Sam Houston State","34","UTEP","37","Bovada","38.0","-4.0","Sam Houston State -4.0","-3.0","36.0","-185","160"
"401520348","Sam Houston State","34","UTEP","37","William Hill (New Jersey)","38.5","-4","Sam Houston State -4","","","",""
"401525533","Virginia Tech","38","Syracuse","10","DraftKings","47","-2.5","Virginia Tech -2.5","-3","47","-142","120"
"401525533","Virginia Tech","38","Syracuse","10","Bovada","47.0","-2.5","Virginia Tech -2.5","-3.0","47.0","-145","125"
"401525533","Virginia Tech","38","Syracuse","10","William Hill (New Jersey)","47.5","-2.5","Virginia Tech -2.5","","","",""
"401531929","Georgia Southern","44","Georgia State","27","DraftKings","63","-1.5","Georgia Southern -1.5","-2.5","62","-115","-105"
"401531929","Georgia Southern","44","Georgia State","27","Bovada","63.5","1.0","Georgia State -1.0","-2.5","62.0","-110","-110"
"401531929","Georgia Southern","44","Georgia State","27","William Hill (New Jersey)","63","0","Georgia State -0","","","",""
"401531407","Charlotte","16","Florida Atlantic","38","Bovada","45.0","3.5","Florida Atlantic -3.5","6.0","42.0","145","-170"
"401531407","Charlotte","16","Florida Atlantic","38","DraftKings","42","4","Florida Atlantic -4","5","41","136","-162"
"401531407","Charlotte","16","Florida Atlantic","38","William Hill (New Jersey)","45.5","3.5","Florida Atlantic -3.5","","","",""
"401520360","Wisconsin","10","Ohio State","24","Bovada","48.0","14.5","Ohio State -14.5","9.5","44.0","450","-650"
"401520360","Wisconsin","10","Ohio State","24","DraftKings","45.5","14.5","Ohio State -14.5","9.5","","470","-650"
"401520360","Wisconsin","10","Ohio State","24","William Hill (New Jersey)","48","14.5","Ohio State -14.5","","","",""
"401524043","UCLA","28","Colorado","16","DraftKings","63.5","-17","UCLA -17","-15.5","","-600","440"
"401524043","UCLA","28","Colorado","16","Bovada","60.5","-14.0","UCLA -14.0","-17.0","64.0","-750","500"
"401524043","UCLA","28","Colorado","16","William Hill (New Jersey)","60","-14","UCLA -14","","","",""
"401531900","James Madison","30","Old Dominion","27","DraftKings","49","-20.5","James Madison -20.5","-17.5","49","-1450","850"
"401531900","James Madison","30","Old Dominion","27","Bovada","48.0","-19.5","James Madison -19.5","-17.5","49.0","-1400","750"
"401531900","James Madison","30","Old Dominion","27","William Hill (New Jersey)","48","-19.5","James Madison -19.5","","","",""
"401525875","Kansas State","41","Houston","0","DraftKings","58","-17.5","Kansas State -17.5","-17","60","-1050","675"
"401525875","Kansas State","41","Houston","0","Bovada","60.5","-18.5","Kansas State -18.5","-17.0","60.5","-950","600"
"401525875","Kansas State","41","Houston","0","William Hill (New Jersey)","61","-17.5","Kansas State -17.5","","","",""
"401525878","UCF","28","West Virginia","41","DraftKings","58","-7","UCF -7","-7","59.5","-258","210"
"401525878","UCF","28","West Virginia","41","Bovada","59.0","-6.5","UCF -6.5","-6.0","59.5","-275","225"
"401525878","UCF","28","West Virginia","41","William Hill (New Jersey)","59.5","-6.5","UCF -6.5","","","",""
"401531342","SMU","69","Tulsa","10","DraftKings","57","-20.5","SMU -20.5","-19.5","57","-1350","800"
"401531342","SMU","69","Tulsa","10","Bovada","55.0","-20.5","SMU -20.5","-19.5","57.0","-1300","725"
"401531342","SMU","69","Tulsa","10","William Hill (New Jersey)","55","-20.5","SMU -20.5","","","",""
"401525534","NC State","24","Clemson","17","Bovada","44.5","10.0","Clemson -10.0","10.0","43.5","275","-350"
"401525534","NC State","24","Clemson","17","DraftKings","44","10","Clemson -10","10.5","","285","-360"
"401525534","NC State","24","Clemson","17","William Hill (New Jersey)","44.5","9.5","Clemson -9.5","","","",""
"401531430","North Texas","42","Memphis","45","DraftKings","69.5","7.5","Memphis -7.5","7.5","67.5","205","-250"
"401531430","North Texas","42","Memphis","45","Bovada","69.5","6.5","Memphis -6.5","7.5","67.5","220","-270"
"401531430","North Texas","42","Memphis","45","William Hill (New Jersey)","70","6.5","Memphis -6.5","","","",""
"401520354","Minnesota","27","Michigan State","12","Bovada","41.0","-6.5","Minnesota -6.5","-7.0","40.5","-270","220"
"401520354","Minnesota","27","Michigan State","12","DraftKings","40","-7","Minnesota -7","-7","40.5","-230","190"
"401520354","Minnesota","27","Michigan State","12","William Hill (New Jersey)","41.5","-6.5","Minnesota -6.5","","","",""
"401520355","Nebraska","31","Purdue","14","Bovada","39.5","1.5","Purdue -1.5","-3.0","42.0","100","-120"
"401520355","Nebraska","31","Purdue","14","DraftKings","39.5","-2.5","Nebraska -2.5","-3","41.5","-105","-115"
"401520355","Nebraska","31","Purdue","14","William Hill (New Jersey)","39.5","1","Purdue -1","","","",""
"401525538","Miami","29","Virginia","26","Bovada","48.0","-19.0","Miami -19.0","-18.0","50.0","-1100","650"
"401525538","Miami","29","Virginia","26","DraftKings","46.5","-18.5","Miami -18.5","-18","50","-1600","900"
"401525538","Miami","29","Virginia","26","William Hill (New Jersey)","48","-18.5","Miami -18.5","","","",""
"401525873","Baylor","18","Iowa State","30","Bovada","46.5","3.0","Iowa State -3.0","-1.5","47.0","130","-150"
"401525873","Baylor","18","Iowa State","30","DraftKings","47","2.5","Iowa State -2.5","1","47","130","-155"
"401525873","Baylor","18","Iowa State","30","William Hill (New Jersey)","47","3","Iowa State -3","","","",""
"401531398","UT San Antonio","41","East Carolina","27","DraftKings","46","-18.5","UT San Antonio -18.5","-17","46","-1000","650"
"401531398","UT San Antonio","41","East Carolina","27","Bovada","48.0","-17.5","UT San Antonio -17.5","-17.5","46.0","-1000","625"
"401531398","UT San Antonio","41","East Carolina","27","William Hill (New Jersey)","48","-17.5","UT San Antonio -17.5","","","",""
"401531898","Appalachian State","48","Southern Mississippi","38","Bovada","55.5","-16.0","Appalachian State -16.0","-17.0","55.5","-850","550"
"401531898","Appalachian State","48","Southern Mississippi","38","DraftKings","55","-17","Appalachian State -17","-17.5","55.5","-800","550"
"401531898","Appalachian State","48","Southern Mississippi","38","William Hill (New Jersey)","55.5","-16","Appalachian State -16","","","",""
"401532432","Ohio","16","Miami (OH)","30","Bovada","39.0","-7.5","Ohio -7.5","-7.0","40.0","-300","250"
"401532432","Ohio","16","Miami (OH)","30","DraftKings","39.5","-7","Ohio -7","-7","40","-298","240"
"401532432","Ohio","16","Miami (OH)","30","William Hill (New Jersey)","39","-7.5","Ohio -7.5","","","",""
"401531901","Louisiana Monroe","24","Arkansas State","34","William Hill (New Jersey)","55","-1","Louisiana Monroe -1","","","",""
"401531901","Louisiana Monroe","24","Arkansas State","34","DraftKings","56.5","-2.5","Louisiana Monroe -2.5","-2","58","-112","-108"
"401531901","Louisiana Monroe","24","Arkansas State","34","Bovada","55.5","-1.0","Louisiana Monroe -1.0","-1.5","58.5","-120","100"
"401520408","Liberty","49","UMass","25","DraftKings","62","-28","Liberty -28","-28","62","-2800","1300"
"401520408","Liberty","49","UMass","25","Bovada","63.5","-25.5","Liberty -25.5","-28.0","63.0","-10000","1600"
"401520408","Liberty","49","UMass","25","ESPN Bet","64.5","-26.5","Liberty -26.5","","","",""
"401532620","Wyoming","42","Hawai'i","9","DraftKings","44.5","-14.5","Wyoming -14.5","-14.5","44.5","-550","410"
"401532620","Wyoming","42","Hawai'i","9","Bovada","45.0","-13.0","Wyoming -13.0","-14.0","45.5","-585","410"
"401532620","Wyoming","42","Hawai'i","9","ESPN Bet","45.5","-13.5","Wyoming -13.5","","","",""
"401531919","Arkansas State","77","Texas State","31","Bovada","59.5","3.0","Texas State -3.0","3.5","59.0","150","-175"
"401531919","Arkansas State","77","Texas State","31","DraftKings","59.5","3.5","Texas State -3.5","3.5","59.5","130","-155"
"401532621","Colorado State","30","Nevada","20","Bovada","45.0","-12.5","Colorado State -12.5","-11.0","47.5","-480","350"
"401532621","Colorado State","30","Nevada","20","DraftKings","47.5","-11","Colorado State -11","-11","47.5","-485","370"
"401532621","Colorado State","30","Nevada","20","ESPN Bet","45.5","-12.5","Colorado State -12.5","","","",""
"401525442","Notre Dame","45","Wake Forest","7","DraftKings","47.5","-25","Notre Dame -25","-25","47.5","-2100","1100"
"401525442","Notre Dame","45","Wake Forest","7","Bovada","47.5","-23.5","Notre Dame -23.5","-25.0","47.0","-3500","1100"
"401525442","Notre Dame","45","Wake Forest","7","ESPN Bet","47.5","-22.5","Notre Dame -22.5","","","",""
"401531921","Troy","31","Louisiana","24","DraftKings","47.5","-14.5","Troy -14.5","-14.5","47.5","-700","500"
"401531921","Troy","31","Louisiana","24","Bovada","47.5","-15.5","Troy -15.5","-15.0","47.0","-800","525"
"401531921","Troy","31","Louisiana","24","ESPN Bet","47.5","-17.5","Troy -17.5","","","",""
"401532624","Air Force","27","UNLV","31","DraftKings","47","-4","Air Force -4","-4","47","-148","124"
"401532624","Air Force","27","UNLV","31","Bovada","46.5","-3.0","Air Force -3.0","-4.0","46.5","-150","130"
"401532624","Air Force","27","UNLV","31","ESPN Bet","46.5","-2.5","Air Force -2.5","","","",""
"401531920","South Alabama","28","Marshall","0","DraftKings","51.5","-8","South Alabama -8","-8","51.5","-375","295"
"401531920","South Alabama","28","Marshall","0","Bovada","45.0","-10.0","South Alabama -10.0","-8.5","50.0","-430","320"
"401531920","South Alabama","28","Marshall","0","ESPN Bet","44.5","-10.5","South Alabama -10.5","","","",""
"401540458","Valparaiso","21","Morehead State","24","William Hill (New Jersey)","46","1.5","Morehead State -1.5","","","",""
"401540104","Illinois State","44","Indiana State","7","William Hill (New Jersey)","42.5","-15.5","Illinois State -15.5","","","",""
"401540110","Grambling","24","Alabama A&M","45","William Hill (New Jersey)","57","-4.5","Grambling -4.5","","","",""
"401540120","Jackson State","19","Alabama State","24","William Hill (New Jersey)","45","-11.5","Jackson State -11.5","","","",""
"401540136","Mississippi Valley State","42","Arkansas-Pine Bluff","17","William Hill (New Jersey)","41.5","2","Arkansas-Pine Bluff -2","","","",""
"401540143","Bethune-Cookman","31","Texas Southern","34","William Hill (New Jersey)","55","-3.5","Bethune-Cookman -3.5","","","",""
"401540195","Eastern Kentucky","41","Tarleton State","35","William Hill (New Jersey)","64.5","-8","Eastern Kentucky -8","","","",""
"401540281","Northern Colorado","13","Sacramento State","21","William Hill (New Jersey)","58","24","Sacramento State -24","","","",""
"401540325","Delaware","21","North Carolina A&T","6","William Hill (New Jersey)","47.5","-21","Delaware -21","","","",""
"401540365","Murray State","6","Southern Illinois","27","William Hill (New Jersey)","47.5","21","Southern Illinois -21","","","",""
"401540408","South Dakota State","41","Northern Iowa","6","William Hill (New Jersey)","54.5","-24","South Dakota State -24","","","",""
"401540480","Southeast Missouri State","35","Eastern Illinois","28","William Hill (New Jersey)","49.5","-12","Southeast Missouri State -12","","","",""
"401540575","Stony Brook","7","Fordham","26","William Hill (New Jersey)","57","10.5","Fordham -10.5","","","",""
"401540593","East Tennessee State","41","Wofford","10","William Hill (New Jersey)","42","-4","East Tennessee State -4","","","",""
"401540204","Abilene Christian","30","North Alabama","13","William Hill (New Jersey)","58","-7.5","Abilene Christian -7.5","","","",""
"401540275","Northern Arizona","21","Portland State","45","William Hill (New Jersey)","57.5","-7","Northern Arizona -7","","","",""
"401540246","Idaho","21","Montana","23","William Hill (New Jersey)","53","-13","Idaho -13","","","",""
"401539983","Morgan State","10","North Carolina Central","16","William Hill (New Jersey)","47.5","14","North Carolina Central -14","","","",""
"401540294","Cornell","36","Brown","14","William Hill (New Jersey)","57","5.5","Brown -5.5","","","",""
"401540525","Presbyterian College","10","Marist","19","William Hill (New Jersey)","49.5","1","Marist -1","","","",""
"401540545","North Carolina A&T","10","Richmond","33","William Hill (New Jersey)","42","8","Richmond -8","","","",""
"401540564","Stetson","6","St. Thomas (MN)","38","William Hill (New Jersey)","51","6","St. Thomas (MN) -6","","","",""
"401540623","VMI","14","Samford","27","William Hill (New Jersey)","45","14","Samford -14","","","",""
"401540338","Dartmouth","20","Columbia","9","William Hill (New Jersey)","33.5","-6","Dartmouth -6","","","",""
"401540587","Chattanooga","34","East Tennessee State","3","William Hill (New Jersey)","55","-18","Chattanooga -18","","","",""
"401540016","Sacred Heart","0","Duquesne","27","William Hill (New Jersey)","49","5.5","Duquesne -5.5","","","",""
"401540255","Sacramento State","51","Idaho State","16","William Hill (New Jersey)","63.5","-16.5","Sacramento State -16.5","","","",""
"401540146","Bethune-Cookman","20","Mississippi Valley State","7","ESPN Bet","40.5","-10.5","Bethune-Cookman -10.5","","","",""
"401540340","Dartmouth","23","Princeton","21","ESPN Bet","33.5","2.5","Princeton -2.5","","","",""
"401540009","Sacred Heart","31","Central Connecticut","24","ESPN Bet","41.5","-3","Sacred Heart -3","","","",""
"401540217","Tarleton State","59","Stephen F. Austin","17","ESPN Bet","60.5","-1","Tarleton State -1","","","",""
"401531899","Coastal Carolina","34","Marshall","6","William Hill (New Jersey)","47","3.5","Marshall -3.5","","","",""
"401531899","Coastal Carolina","34","Marshall","6","DraftKings","45","4","Marshall -4","3.5","48","142","-170"
"401531899","Coastal Carolina","34","Marshall","6","Bovada","47.0","3.5","Marshall -3.5","3.5","48.0","140","-165"
"401525880","Baylor","24","Houston","25","ESPN Bet","58.5","-2.5","Baylor -2.5","","","",""
"401525880","Baylor","24","Houston","25","Bovada","58.5","-2.5","Baylor -2.5","-3.0","57.5","-170","145"
"401525880","Baylor","24","Houston","25","DraftKings","58.5","-3","Baylor -3","-5","","-122","102"
"401525881","Cincinnati","26","UCF","28","ESPN Bet","60.5","3.5","UCF -3.5","","","",""
"401525881","Cincinnati","26","UCF","28","Bovada","60.0","3.5","UCF -3.5","4.5","59.0","170","-200"
"401525881","Cincinnati","26","UCF","28","DraftKings","59.5","3.5","UCF -3.5","4.5","","154","-185"
"401520379","Vanderbilt","15","Auburn","31","DraftKings","49","12.5","Auburn -12.5","13","","390","-520"
"401520379","Vanderbilt","15","Auburn","31","Bovada","50.0","12.5","Auburn -12.5","12.5","49.0","360","-500"
"401520366","Liberty","56","Louisiana Tech","30","ESPN Bet","59.5","-14.5","Liberty -14.5","","","",""
"401520366","Liberty","56","Louisiana Tech","30","Bovada","59.0","-14.0","Liberty -14.0","-17.0","57.0","-900","575"
"401520366","Liberty","56","Louisiana Tech","30","DraftKings","58","-16.5","Liberty -16.5","-17.5","","-600","440"
"401525544","NC State","20","Miami","6","ESPN Bet","44.5","6","Miami -6","","","",""
"401525544","NC State","20","Miami","6","DraftKings","44","5.5","Miami -5.5","4","","210","-258"
"401525544","NC State","20","Miami","6","Bovada","44.0","6.5","Miami -6.5","3.5","45.5","160","-185"
"401520378","UTEP","13","Western Kentucky","21","ESPN Bet","53.5","9.5","Western Kentucky -9.5","","","",""
"401520378","UTEP","13","Western Kentucky","21","Bovada","54.0","10.0","Western Kentucky -10.0","10.5","54.5","275","-350"
"401520378","UTEP","13","Western Kentucky","21","DraftKings","54.5","9.5","Western Kentucky -9.5","11.5","","320","-410"
"401532437","Northern Illinois","17","Ball State","20","Bovada","43.0","-8.0","Northern Illinois -8.0","-10.0","43.0","-390","295"
"401532437","Northern Illinois","17","Ball State","20","DraftKings","43","-10.5","Northern Illinois -10.5","-10.5","43","-305","245"
"401532437","Northern Illinois","17","Ball State","20","ESPN Bet","43.5","-9.5","Northern Illinois -9.5","","","",""
"401532439","Buffalo","10","Ohio","20","Bovada","45.0","9.5","Ohio -9.5","6.5","44.0","240","-290"
"401532439","Buffalo","10","Ohio","20","DraftKings","44.5","7","Ohio -7","7","44.5","270","-340"
"401532439","Buffalo","10","Ohio","20","ESPN Bet","45.5","9.5","Ohio -9.5","","","",""
"401532441","Miami (OH)","19","Akron","0","Bovada","37.5","-17.0","Miami (OH) -17.0","-17.0","43.5","-900","575"
"401532441","Miami (OH)","19","Akron","0","DraftKings","42","-17","Miami (OH) -17","-17","42","-950","625"
"401532441","Miami (OH)","19","Akron","0","ESPN Bet","37.5","-17.5","Miami (OH) -17.5","","","",""
"401532442","Kent State","19","Bowling Green","49","Bovada","41.5","11.0","Bowling Green -11.0","8.5","41.0","250","-300"
"401532442","Kent State","19","Bowling Green","49","DraftKings","41","8.5","Bowling Green -8.5","8.5","41","330","-425"
"401532442","Kent State","19","Bowling Green","49","ESPN Bet","41.5","10.5","Bowling Green -10.5","","","",""
"401532440","Toledo","49","Eastern Michigan","23","Bovada","45.0","-20.0","Toledo -20.0","-18.0","46.5","-1100","650"
"401532440","Toledo","49","Eastern Michigan","23","DraftKings","47","-18.5","Toledo -18.5","-18.5","47","-1200","750"
"401532440","Toledo","49","Eastern Michigan","23","ESPN Bet","45.5","-19.5","Toledo -19.5","","","",""
"401525546","Louisville","31","Virginia","24","Bovada","49.5","-20.0","Louisville -20.0","-19.5","51.5","-1300","725"
"401525546","Louisville","31","Virginia","24","DraftKings","51.5","-19.5","Louisville -19.5","-19.5","51.5","-1100","700"
"401525546","Louisville","31","Virginia","24","ESPN Bet","49.5","-20.5","Louisville -20.5","","","",""
"401531911","Louisiana","31","Southern Mississippi","34","Bovada","52.5","-7.5","Louisiana -7.5","-12.0","53.5","-470","345"
"401531911","Louisiana","31","Southern Mississippi","34","DraftKings","53.5","-12","Louisiana -12","-12","53.5","-310","250"
"401531911","Louisiana","31","Southern Mississippi","34","ESPN Bet","51.5","-8.5","Louisiana -8.5","","","",""
"401531437","SMU","45","North Texas","21","Bovada","67.0","-20.5","SMU -20.5","-15.5","67.5","-750","500"
"401531437","SMU","45","North Texas","21","DraftKings","68","-15.5","SMU -15.5","-15.5","68","-1600","900"
"401531437","SMU","45","North Texas","21","ESPN Bet","67.5","-21.5","SMU -21.5","","","",""
"401524053","Oregon","36","USC","27","ESPN Bet","78.5","-16.5","Oregon -16.5","","","",""
"401524053","Oregon","36","USC","27","Bovada","77.5","-16.5","Oregon -16.5","-3.0","74.0","-800","525"
"401524053","Oregon","36","USC","27","DraftKings","","-12.5","Oregon -12.5","-2","","-1050","675"
"401520395","Purdue","49","Minnesota","30","Bovada","48.5","2.0","Minnesota -2.0","0.0","46.5","105","-125"
"401520395","Purdue","49","Minnesota","30","DraftKings","45.5","0","Minnesota -0","0","45.5","105","-125"
"401520395","Purdue","49","Minnesota","30","ESPN Bet","48.5","1.5","Minnesota -1.5","","","",""
"401520398","Wisconsin","10","Northwestern","24","Bovada","44.0","-12.0","Wisconsin -12.0","-11.5","42.5","-460","340"
"401520398","Wisconsin","10","Northwestern","24","DraftKings","42.5","-12","Wisconsin -12","-12","42.5","-440","340"
"401520398","Wisconsin","10","Northwestern","24","ESPN Bet","43.5","-9.5","Wisconsin -9.5","","","",""
"401520399","Western Kentucky","29","New Mexico State","38","Bovada","53.5","-5.0","Western Kentucky -5.0","-5.5","57.5","-200","170"
"401520399","Western Kentucky","29","New Mexico State","38","DraftKings","","-5.5","Western Kentucky -5.5","-5.5","","-205","170"
"401520399","Western Kentucky","29","New Mexico State","38","ESPN Bet","55.5","-4.5","Western Kentucky -4.5","","","",""
"401532617","Colorado State","22","San Diego State","19","Bovada","46.5","-3.5","Colorado State -3.5","-4.0","47.5","-175","150"
"401532617","Colorado State","22","San Diego State","19","DraftKings","","-4.5","Colorado State -4.5","-4.5","","-175","145"
"401532617","Colorado State","22","San Diego State","19","ESPN Bet","46.5","-3.5","Colorado State -3.5","","","",""
"401520397","Texas A&M","51","Mississippi State","10","Bovada","40.5","-16.5","Texas A&M -16.5","-18.0","44.5","-1100","650"
"401520397","Texas A&M","51","Mississippi State","10","DraftKings","","-18.5","Texas A&M -18.5","-18.5","","-700","500"
"401520397","Texas A&M","51","Mississippi State","10","ESPN Bet","40.5","-16.5","Texas A&M -16.5","","","",""
"401532443","Bowling Green","31","Toledo","32","DraftKings","52","10","Toledo -10","9.5","","270","-340"
"401532443","Bowling Green","31","Toledo","32","Bovada","49.5","10.0","Toledo -10.0","10.0","52.0","315","-420"
"401532443","Bowling Green","31","Toledo","32","ESPN Bet","48.5","9.5","Toledo -9.5","","","",""
"401532444","Northern Illinois","24","Western Michigan","0","DraftKings","55.5","-3","Northern Illinois -3","-3.5","","-198","164"
"401532444","Northern Illinois","24","Western Michigan","0","Bovada","56.5","-4.0","Northern Illinois -4.0","-3.0","55.5","-210","175"
"401532444","Northern Illinois","24","Western Michigan","0","ESPN Bet","55.5","-4.5","Northern Illinois -4.5","","","",""
"401532445","Eastern Michigan","30","Akron","27","DraftKings","39","-5.5","Eastern Michigan -5.5","-7","","-162","136"
"401532445","Eastern Michigan","30","Akron","27","Bovada","39.5","-3.0","Eastern Michigan -3.0","-4.5","39.0","-185","160"
"401532445","Eastern Michigan","30","Akron","27","ESPN Bet","39.5","-3.5","Eastern Michigan -3.5","","","",""
"401532446","Ohio","34","Central Michigan","20","DraftKings","46.5","-8.5","Ohio -8.5","-9.5","","-455","350"
"401532446","Ohio","34","Central Michigan","20","Bovada","50.0","-10.5","Ohio -10.5","-8.5","46.0","-390","295"
"401532446","Ohio","34","Central Michigan","20","ESPN Bet","48.5","-11.5","Ohio -11.5","","","",""
"401525894","Houston","30","Oklahoma State","43","DraftKings","59.5","7.5","Oklahoma State -7.5","7.5","59.5","205","-250"
"401525894","Houston","30","Oklahoma State","43","Bovada","57.5","6.5","Oklahoma State -6.5","7.5","59.0","195","-235"
"401525894","Houston","30","Oklahoma State","43","ESPN Bet","56.5","6.5","Oklahoma State -6.5","","","",""
"401520407","Jacksonville State","56","Louisiana Tech","17","Bovada","54.5","-9.5","Jacksonville State -9.5","-8.0","55.5","-330","265"
"401520407","Jacksonville State","56","Louisiana Tech","17","DraftKings","55.5","-9","Jacksonville State -9","-9","55.5","-360","285"
"401520407","Jacksonville State","56","Louisiana Tech","17","ESPN Bet","53.5","-8.5","Jacksonville State -8.5","","","",""
"401520411","Middle Tennessee","34","UTEP","30","Bovada","48.5","-8.0","Middle Tennessee -8.0","-7.5","48.0","-300","250"
